"accessno","bibliogra"
"0000008259","Alcantara, Rebecca D. [et al.] Essentials of english grammar ( english plus ). Quezon City : Katha Publishing Co., c1999."
"0000008261","Thorpe,bee [et al.]. Songs. Boston : Houghton Mifflin Company, c1973."
"0000008262","Cabato,carmen M. [et al.] Values education 1. Quezon City : Phoenix PUBLISHING hOUSE INC., c1988."
"0000008263","De Jesus, Luisa M. [et al.] PRACTICAL BIOLOGY FOR PHILIPPINE HIGH SCHOOLS.. Quezon City : ALEMAR-PHOENIX PUB. HOUSE, c1969."
"0000008264","Salandan,gloria G. INTEGRATED SCIENCE FOR PHILIPPINE HIGH SCHOOLS. Quezon City : ALEMAR-PHOENIX PUB. HOUSE, c1975."
"0000008265","Leuterio,florida C. TECHNOLOGY AND HOME ECONOMICS IV. Manila : ST.AUGUSTINE PUB. INC., c1995."
"0000008266","Capuz,rufino Sr.b. POULTRY MANAGEMENT IN THE PHILIPPINES. Metro Manila : PARK LANE COMMERCIAL, c1992."
"0000008267","Dixon,franklin W. THE SECRET OF THE OLD MILL. New York : GROSSET AND DUNLAP,INC., c1962."
"0000008268","Serrano,josephine B. [et al.] ENGLISH COMMUNICATION ARTS & SKILLS II THROUGH A FRO-ASIAN LITERATURE. Quezon City : ALEMAR-PHOENIX PUB.HOUSE INC., c1976."
"0000008269","Owen [et al.]. communicate effectively in english 1.. Makati : BASIC MEDIA SYSTEM INC., c1991."
"0000008270","Zaide,gregorio [et al.]. THE WORLD;CONCEPTUAL-CHRONOLOGICAL APPROACH. Manila : NATIONAL BOOK STORE, c1985."
"0000008271","Cristobal ,mirasol V. [et al.] EDUKASYONG PANGKATAWAN,KALUSUGAN AT MUSIKA 4.. Manila : ST.BERNADETTE PUB. INC., c1997."
"0000008272","Pulido,paz N. KASAYSAYAN AT PAMAHALAAN NG PILIPINAS SANAYANG AKLAT 1. Manila : PHILIPPINE BOOK COMPANY, c1990."
"0000008273","Meilach,dona Z. ACCENT ON CRAFTS. Illinois : ILLINOIS BRONZE POWDER & PAINT CO., c1970."
"0000008274","Ellis, George, 1942. The Australian bar attendants handbook. 2nd ed. Melbourne : Hospitality Press, c2001."
"0000008276","Feinstein, Andrew Hale [et al.]. Purchasing : selection and procurement for the hospitality industry. 5th ed. Canada : John Wliey and Sons, c2002."
"0000008277","Fried-kline, Sheryl [et al.]. Hotel front office simulation : a workbook and software package. New York : John Wiley ans Sons, c2003."
"0000008278","Gisslen, Wayne,1946. Essentials of professional cooking. New Jersey : John Wiley and Sons, c2004."
"0000008281","Belvez,pas M. [et al.] retorika : mabisang pagsasalita at pagsulat.. Manila : rex book store, c2001."
"0000008283","Gripaldo,rolando M. filipino philosophy:traditional approach. Manila : dela salle university press, c2000."
"0000008284","Mariano,m. folk tales of philippines.. New Delhi : learner's press, c1996.."
"0000008285","Balajadia,basilio P. mga elemento ng panlipunang pananaw ng simbahan.. Manila : de la salle university press, c2002."
"0000008286","Arceo,liwayway. mga piling katha.. Manila : ateneo de manila university press, c1984."
"0000008287","Gilmour,h.b. T. witches :seing is deceiving.. New York : scholastic, c2001."
"0000008288","Harris,william. dangerous game. England : longman, c1992."
"0000008289","Lumbera, Bienvenido. Paano magbasa ng Panitikang Filipino : mga babasahing pangkolehiyo. Quezon City : University of the Philippine Press, c2000."
"0000008290","Evasco, Marjorie. A life shaped by music : Andrea Ofilada Veneracion and the Philippine Madrigal Singers. Makati City : Bookmark, c2001."
"0000008291","Kamien, Roger. Music : an appreciation. 7th ed. Boston : McGraw-Hill Book Co.,, c2000."
"0000008292","Bienvenido, Lumbera [et al.]. Filipinos writing : Philippine literature from the regions. Pasig City : Anvil Pub.,, c2001."
"0000008293","Ed., Churchill, Bernardita Reyes [et al.]. Centennial Papers on the Katipunan and the Revolution. Quezon City : Manila Studies Association, c1999."
"0000008294","Grater, Michael. Paper mask making. New York : Dover Publications, c1990."
"0000008295","Cerceda, Adolfo [et al.]. Fascinating origami. New York : Dover Publication Inc., c1996."
"0000008296","Balisacan, Arsenio B. [et al.] Causes of poverty : myths, facts and policies, A Philippine study. Quezon City : University of the Philippine Press, c1999."
"0000008298","Buensuceso, Teresita S. [et al.] Panitikang Filipino. Manila : University of Santo Tomas Pub.,, c1997."
"0000008299","Ed., By Rickaby, Mandy. The 20th Eventful century : Great mysteries of the 20th Century. London : The Reader's Digest Association, c1996."
"0000008300","Ed. By Cooper, Helen Douglas [et al.]. The 20th Eventful Century : the way we lived. London : The Reader's Digest Ass., c1997."
"0000008301","Farndon, John. 1000 things You should know about Space. Danbury, Connecticut : Grolier, c2000."
"0000008302","Miller, Kenneth R. Biology. New Jersey : Prentice Hall, c2002."
"0000008303","Day, Trevor. Discovery Channel : Datafiles a world of knowledge at your finger tips. London : Marshall Publishing Ltd., c2000."
"0000008304","Kennedy, Marge. Picture poems. New York : Disney Press, c2001."
"0000008305","Rodwell, Jenny. Step by step art school drawing. London : Chancellor Press, c2001."
"0000008306","Monahan, Patricia. Step by step art school watercolour. London : Chancellor Press, c2000."
"0000008307","Seligman, Patricia. Step by step art school Oils. London : Chancellor Press, c2002."
"0000008308","Clouse, Wendy. Step by step art school Acrylic. London : Chancellor Press, c2002."
"0000008309","Jefferis, David [et al.]. Cyberspace : virtual reality and the World Wide Web. Italy : Silverdale Books, c1999."
"0000008310","Richards, Jon. Science factory units and measurements. London : Franklin Watt, c2000."
"0000008311","David , Evans. lady portia's revenge and other stories. Oxford : heinemann, c1993."
"0000008312","Steinbeck,john. the grapes of wrath. Oxford : heinemann, c1992."
"0000008313","Webb,mary. precious bane. Oxford : heinemann, c1997."
"0000008314","Maugham,w.somerset. the creative impulse and other stories. Oxford : heinemann, c1992."
"0000008315","Abrahams,peter. mine boy. Oxford : heinemann, c1992."
"0000008316","Whitney,norman. the stranger. Oxford : heinemann, c1992."
"0000008317","Steinbeck, John. the red pony. Oxford : heinemann, c1992."
"0000008318","Maugham, W. Somerset. footprints in the jungle and other stories. Oxford : heinemann, c1992."
"0000008319","Prescott,richard. the flower seller. Oxford : heinemann, c1992."
"0000008320","Amadi, Elechi. the great ponds. Oxford : heinemann, c1992."
"0000008321","Hardy,thomas. the return of the native. Oxford : heinemann, c1992."
"0000008322","Tarner,margaret. ngugi weep not,child. Oxford : heinemann, c1992."
"0000008323","Dickens,charles. bleak house. Oxford : heinemann, c1992."
"0000008324","Maugham, W. Somerset. the escape and other stories. Oxford : heienemann, c1992."
"0000008325","Bronte,emily. wuthering heights. Oxford : heinemann, c1995."
"0000008326","Doyle,sir Arthur Conan. the lost word. Oxford : heinemann, c1992."
"0000008327","Pascal's, Francine. as if i care. New York : bantam books, c2000."
"0000008328","Stine,r.l. piano,lessons can be murder. New York : scholastic Inc., c1993."
"0000008329","Stine,r.l. goosebumps it came from beneath the sink. New York : scholastic inc., c1995."
"0000008330","Stine.r.l. goosebumps the werewolf of fever swamp. New York : scholastic inc., c1993."
"0000008331",
"0000008332","Stine,r.l. GOOSEBUMPS NIGHT OF THE LIVING DUMMY III. New York : scholastic Inc., c1995."
"0000008333","Stine,r.l. goosebumps the barking ghost. New York : scholastic inc., c1995."
"0000008335","Stine,r.l. goosebumps monster blood. New York : scholastic inc., c1992."
"0000008336","Stine,r.l [et al.]. goosebumps be careful what you wish for.... New York : scholastic inc., c1993."
"0000008337","Stine,r.l. goosebumps a shocker on shock street. New York : scholastic inc., c1995."
"0000008338","Stine,r.l. goosebumps night of the living dummy II. New York : SCHOLASTIC INC., c1995."
"0000008339","Don,eugene. HOW TO SOLVE WORD PROBLEMS IN CALCULUS;A SOLVED PROBLEM APPROACH.. Boston : MCGRAW-HILL, c2001."
"0000008340","Montgomery,r.a. TATTOO OF DEATH. New York : BANTAM BOOKS, c1995."
"0000008341","Dickens,charles. christmas carol and other christmas stories. New York : penguin group, c1984."
"0000008342","Sperry,armstrong. the boy who was afraid. Oxford : heinemann, c1992."
"0000008343","Arnim,elizabeth Von. the enchanted april. Oxford : heinemann, c1992."
"0000008344","Stoker,bram. tales of horror. Oxford : heinemann, c1992."
"0000008345","Tey, Josephine. the franchise affair. Oxford : heinemann, c1992."
"0000008346","Chisholm,richard. meet me in istanbul. Oxford : heinemann, c1992."
"0000008347","Francis,dick. banker. Oxford : heinemann, c1992."
"0000008348","Dickens,charles. our mutual friend. Oxford : heinemann, c1992."
"0000008349","Prescott,richard. ring of thieves. Oxford : heinemann, c1995."
"0000008350","Steinbeck,john. the pearl. Oxford : heinemann, c1992."
"0000008351","Stine.r.l. goosebumps my best friend is invisible.. New York : scholastic inc., c1997."
"0000008352","Stine,r.l. goosebumps the scarecrow walks at midnight. New York : scholastic inc., c1994."
"0000008353","Stine,r.l. goosebumps the haunted mask. New York : scholastic inc., c1993."
"0000008354","Stine,r.l. goosebumps welcome to camp nightmare.. New York : scholastic inc., c1993."
"0000008355","Stine,r.l. goosebumps why i'm afraid of bees. New York : scholastic inc., c1994."
"0000008356","Stine,r.l. goosebumps stay out of the basement. New York : scholastic inc., c1992."
"0000008357","Nixon,joan Lowery. casebusters secret of the time capsule # 6. New York : DISNEY PRESS, c1996."
"0000008358","Breckon, Claire. THE STONE LION AND OTHER STORIES. Oxford : HEINEMANN, c1996."
"0000008359","Blyton,grid [et al.]. the rat-a-tat mystery. London : w. collins sons & co. ltd., c1951."
"0000008360","Hardy,thomas. three strangers and other stories. Oxford : heinemann, c1992."
"0000008361","Vail,rachel. what are friends for ? the friendship ring olivia.. New York : an apple paperback / scholastic inc., c1999."
"0000008371","Goldberg, David E. How to solve word problems in chemistry. New York : McGraw Hill, c2001."
"0000008372",". The World's worst disasterof the twentieth century. London : Octopus Publishing, c1997."
"0000008373","Sova, Dawn  B. How to solve word problems in geometry. New York : McGraw Hill, c2000."
"0000008374","Blyton, Enid [et al.]. The Little witch - dog and other stories. London : Awards Publication Limited, c1996."
"0000008375","Blyton, Enid [et al.]. The Greedy Rabbiot and other stories. London : Awards publication Limited, c1999."
"0000008376","Blyton, Enid [et al.]. Twelve silver cups and other stories. London : Awards Publications, c1985."
"0000008377","Blyton, Enid. The Tower in Ho-Ho wood and other stories. Volume I. Second ed. London : [s.n.], c1989."
"0000008378","Blyton, Enid [et al.]. The Enchanted Bellows and other stories. London : Award Publication Limited, c1996."
"0000008379","Deitel, H.m. [et al.] C : How to program. 3rd ed. New Jersey : Prentice Hall, c2001."
"0000008380","Deitel, H.m. [et al.] C++ : How to program. New Jersey : Prentice - Hall Inc., c2002."
"0000008381","Podlin, Sharon J. [et al.] Hands on Visual basic 6. 1st ed. Singapore : TECH Publication, c1998."
"0000008382","Blyton, Enid [et al.]. The Donkey on the sands and other stories. London : Awards Publication Limited, c1996."
"0000008383","Christy, Geraldine. Step by step art school pastel. London : Chancellor Press, c1992."
"0000008384","Blyton, Enid [et al.]. The Fly - Away cottage and other stories. London : Award Publication Limited, c1993."
"0000008385","Jocano, F. Landa. Filipino value system : a cultural definition. Quezon City : Punlad Research House, c2001."
"0000008386","Sabio, Maurice Checa. Business basic 1. Makati City : Diwa Learning System Inc.,, c2001."
"0000008387","Santos, Vito C. New Vicassan's English - Filipino. Pasig City : Anvil Publishing Inc.,, c1995."
"0000008388","Villaroel, Fidel O.p. The Dominicans and the Philippines Revolution 1896-1903. Espana, Manila : University of Santo Tomas Publishing, c1999."
"0000008389","Ed. By Shaw, Angel Vealsco [et al.]. Vestige of War : Philippine - American war and the aftermath of an imperial dream, 1899-1999. New York : University Press, c2002."
"0000008390","Lazaro, Isagani R. Mga Dakilang lider na Pilipino. Mandaluyong City : National Book Store, c2001."
"0000008391","Van, Pelt Nancy. The Compleat courtship. S.l : Philippine publishing House, c1989."
"0000008392","Van Pelt, Nancy. The Compleat marriage. S.l : Philippine Publishing House, c1986."
"0000008393","Heyman, Patricia A. International Cooking : a culinary journey. New Jersey : Prentice Hall, c2002."
"0000008394","Ed., By Jarrett, Andrew Kerr. The 20th Eventful century : the Fragile peace 1919-1939. London : The Readers's Digest Association, c1998."
"0000008395","Tangherlini, Anne. Leo@fergusrules.com. Quezon City : Cacho Publishing House, c1998."
"0000008396","Ladion, Herminia De Guzman. Mga Halaman kahanga-hangang pampagaling : gabay sa mabisang paggamit ng mga halamang gamot. Manila : Philippine Publishing House, c1989."
"0000008397","Lofting, Hugh. Dr. Dolittle. New York : Bantam Doubleday Dell Books ......, c1998."
"0000008398","Langton, Jane [et al.]. The Fledgling. New York : HarperCollins Publishers Inc., c1980."
"0000008399","Blyton, Enid [et al.]. The Magic needle and other stories. London : Award publication Limited, c2001."
"0000008400","Bastin, Otis W. [et al.] Interpersonal Communication in organizations. Scott, Foresman : Glenview, c1980."
"0000008401","Baum, Frank L. The Wizard of OZ. Ballantine Books : New York, c1956."
"0000008402","Bergant, Dianne. Introduction to the Bible. St. Benedict : Colegeville, Minnesota, c1985."
"0000008403","Bernstein, Douglas A. [et al.] Psychology. 5th Ed. ed. Hougton Mifflin : Boston, c2000."
"0000008404",". We Believe God Revealed in the Church. Double Day : New York, c1988."
"0000008405","Bodie, Zvi [et al.]. Essential of Investments. 2nd ed. Irwin : Chicago, c1995."
"0000008406","Bonoma, Thomas V. Psychology for Management. Kent Publishing : Boston, Massachusetts, c1981."
"0000008407","Blond, Anthony. Family Business. Harper & Row : New York, c1978."
"0000008408","Blake, Nicholas. The Nicholas Blake Treasury. Mystery Guild : New York, c1949."
